,Address,Latitude,Longitude
4001,221 SIMEI ST 4 Singapore,1.34182,103.95661
4002,898A TAMPINES ST 81 Singapore,1.34661,103.93498
4003,864 TAMPINES ST 83 Singapore,1.35522,103.93571
4004,234 SIMEI ST 4 Singapore,1.3433,103.95548
4005,407 YISHUN AVE 6 Singapore,1.42607,103.84842
4006,354 YISHUN RING RD Singapore,1.4256,103.84522
4007,332 YISHUN RING RD Singapore,1.43048,103.84328
4008,851 YISHUN ST 81 Singapore,1.41571,103.83692
4009,860 YISHUN AVE 4 Singapore,1.41761,103.83985
4010,324 YISHUN CTRL Singapore,1.42874,103.84181
4011,355A YISHUN RING RD Singapore,1.42556,103.84498
4012,356 YISHUN RING RD Singapore,1.42538,103.84538
4013,361 YISHUN RING RD Singapore,1.42832,103.84575
4014,210 NEW UPP CHANGI RD Singapore,1.32496,103.93187
4015,144 BEDOK RESERVOIR RD Singapore,1.33536,103.91232
4016,109 LENGKONG TIGA Singapore,1.32486,103.9108
4017,156 BISHAN ST 13 Singapore,1.34545,103.85651
4018,142 BISHAN ST 12 Singapore,1.34568,103.85359
4019,444 SIN MING AVE Singapore,1.35872,103.83217
4020,162 BISHAN ST 13 Singapore,1.34747,103.85575
4021,283 BT BATOK EAST AVE 3 Singapore,1.34706,103.75743
4022,423 BT BATOK WEST AVE 2 Singapore,1.36233,103.7449
4023,127 PENDING RD Singapore,1.37648,103.76947
4024,232 PENDING RD Singapore,1.37631,103.77231
4025,218 PETIR RD Singapore,1.37461,103.77371
4026,137 PETIR RD Singapore,1.37522,103.76948
4027,273 BANGKIT RD Singapore,1.37734,103.77542
4028,270 BANGKIT RD Singapore,1.37678,103.7741
4029,146 GANGSA RD Singapore,1.37579,103.7661
4030,14 TOH YI DR Singapore,1.33888,103.77251
4031,15 TOH YI DR Singapore,1.33962,103.77236
4032,692 HOUGANG ST 61 Singapore,1.37652,103.88704
4033,233 HOUGANG ST 21 Singapore,1.35776,103.88815
4034,928 JURONG WEST ST 92 Singapore,1.34113,103.68908
4035,921 JURONG WEST ST 92 Singapore,1.33957,103.68906
4036,978 JURONG WEST ST 93 Singapore,1.3404,103.69393
4037,933 JURONG WEST ST 91 Singapore,1.34225,103.68978
4038,49 JLN BAHAGIA Singapore,1.32792,103.85633
4039,47 JLN BAHAGIA Singapore,1.32781,103.85682
4040,427 PASIR RIS DR 6 Singapore,1.37044,103.956
4041,72 C'WEALTH DR Singapore,1.30019,103.79718
4042,43 STIRLING RD Singapore,1.29796,103.80245
4043,46 STIRLING RD Singapore,1.29834,103.80168
4044,238 TAMPINES ST 21 Singapore,1.35572,103.94679
4045,897A TAMPINES ST 81 Singapore,1.34731,103.93517
4046,887 TAMPINES ST 81 Singapore,1.35016,103.93201
4047,138 SIMEI ST 1 Singapore,1.34743,103.95683
4048,863A TAMPINES ST 83 Singapore,1.35529,103.93661
4049,145 SIMEI ST 2 Singapore,1.34493,103.95597
4050,454 TAMPINES ST 42 Singapore,1.35748,103.95492
4051,321 WOODLANDS ST 32 Singapore,1.43162,103.77922
4052,404 YISHUN AVE 6 Singapore,1.42674,103.84839
4053,425 YISHUN AVE 11 Singapore,1.42226,103.84836
4054,854 YISHUN RING RD Singapore,1.41669,103.83754
4055,346 YISHUN AVE 11 Singapore,1.4286,103.84357
4056,345 YISHUN AVE 11 Singapore,1.42861,103.84404
4057,863 YISHUN AVE 4 Singapore,1.41687,103.83838
4058,841 YISHUN ST 81 Singapore,1.41585,103.83433
4059,367 YISHUN RING RD Singapore,1.42941,103.84528
4060,258 YISHUN ST 22 Singapore,1.43523,103.83991
4061,827 YISHUN ST 81 Singapore,1.41472,103.8326
4062,143 BEDOK RESERVOIR RD Singapore,1.33517,103.9128
4063,11 JLN BT MERAH Singapore,1.28632,103.80921
4064,45 LENGKOK BAHRU Singapore,1.28688,103.81268
4065,139 PETIR RD Singapore,1.37513,103.76962
4066,238 BT PANJANG RING RD Singapore,1.37957,103.77067
4067,272 BANGKIT RD Singapore,1.37741,103.77431
4068,241 BT PANJANG RING RD Singapore,1.37956,103.77179
4069,253 BANGKIT RD Singapore,1.38,103.77471
4070,276 BANGKIT RD Singapore,1.3766,103.7756
4071,147 GANGSA RD Singapore,1.37601,103.76579
4072,130 CASHEW RD Singapore,1.37417,103.77109
4073,133A CASHEW RD Singapore,1.3746,103.7705
4074,1 TOH YI DR Singapore,1.3394,103.77484
4075,2 TOH YI DR Singapore,1.33899,103.77525
4076,505 HOUGANG AVE 8 Singapore,1.37339,103.88759
4077,666 HOUGANG AVE 4 Singapore,1.37377,103.88477
4078,639 HOUGANG AVE 8 Singapore,1.37052,103.8797
4079,908 JURONG WEST ST 91 Singapore,1.34033,103.68646
4080,939 JURONG WEST ST 91 Singapore,1.34316,103.68884
4081,905 JURONG WEST ST 91 Singapore,1.34056,103.68545
4082,812 JURONG WEST ST 81 Singapore,1.34613,103.69585
4083,907 JURONG WEST ST 91 Singapore,1.34099,103.6857
4084,426 PASIR RIS DR 6 Singapore,1.37013,103.95631
4085,117 PASIR RIS ST 11 Singapore,1.3682,103.95459
4086,564 PASIR RIS ST 51 Singapore,1.3685,103.94964
4087,466 PASIR RIS ST 41 Singapore,1.37332,103.95842
4088,261 SERANGOON CTRL DR Singapore,1.35409,103.87241
4089,927 TAMPINES ST 91 Singapore,1.34646,103.94051
4090,875 TAMPINES ST 84 Singapore,1.35251,103.93194
4091,879 TAMPINES AVE 8 Singapore,1.35224,103.93095
4092,225 SIMEI ST 4 Singapore,1.3424,103.9571
4093,101 SIMEI ST 1 Singapore,1.34103,103.95144
4094,163 SIMEI RD Singapore,1.34582,103.9593
4095,861A TAMPINES AVE 5 Singapore,1.35452,103.93726
4096,165 SIMEI RD Singapore,1.34572,103.95887
4097,226 SIMEI ST 4 Singapore,1.34243,103.95714
4098,894 TAMPINES ST 81 Singapore,1.34876,103.93173
4099,143 MARSILING RD Singapore,1.43688,103.77693
4100,435 YISHUN AVE 6 Singapore,1.42152,103.84738
4101,322 YISHUN CTRL Singapore,1.42878,103.841
4102,323 YISHUN CTRL Singapore,1.42836,103.8413
4103,331 YISHUN RING RD Singapore,1.43059,103.84328
4104,349 YISHUN AVE 11 Singapore,1.42655,103.84351
4105,357 YISHUN RING RD Singapore,1.42606,103.84585
4106,366 YISHUN RING RD Singapore,1.42929,103.84564
4107,350A YISHUN AVE 11 Singapore,1.42597,103.8442
4108,351 YISHUN AVE 11 Singapore,1.42627,103.84404
4109,151 BEDOK RESERVOIR RD Singapore,1.33546,103.9117
4110,167 BISHAN ST 13 Singapore,1.34814,103.85529
4111,503 BISHAN ST 11 Singapore,1.34898,103.8482
4112,278 BT BATOK EAST AVE 3 Singapore,1.34759,103.75778
4113,350 BT BATOK ST 34 Singapore,1.36228,103.7496
4114,112 PENDING RD Singapore,1.37838,103.7688
4115,114 PENDING RD Singapore,1.37792,103.76971
4116,234 BT PANJANG RING RD Singapore,1.37868,103.77176
4117,244 BT PANJANG RING RD Singapore,1.38067,103.7717
4118,401 FAJAR RD Singapore,1.38077,103.76879
4119,135 CASHEW RD Singapore,1.37389,103.76896
4120,408 FAJAR RD Singapore,1.38159,103.76869
4121,129 GEYLANG EAST AVE 2 Singapore,1.31659,103.88797
4122,679 HOUGANG AVE 8 Singapore,1.37169,103.88451
4123,936 JURONG WEST ST 91 Singapore,1.34278,103.6892
4124,919 JURONG WEST ST 91 Singapore,1.34012,103.68732
4125,924 JURONG WEST ST 92 Singapore,1.3405,103.68961
4126,935 JURONG WEST ST 91 Singapore,1.34263,103.68849
4127,65 JLN MA'MOR Singapore,1.32812,103.85785
4128,894A TAMPINES ST 81 Singapore,1.34814,103.93202
4129,899A TAMPINES ST 81 Singapore,1.34641,103.9352
4130,452 TAMPINES ST 42 Singapore,1.35688,103.95443
4131,896 TAMPINES ST 81 Singapore,1.34846,103.93247
4132,886A TAMPINES ST 83 Singapore,1.35182,103.93241
4133,123 SIMEI ST 1 Singapore,1.34547,103.95351
4134,111 SIMEI ST 1 Singapore,1.34249,103.94964
4135,350 WOODLANDS AVE 3 Singapore,1.43359,103.7823
4136,437 YISHUN AVE 6 Singapore,1.42152,103.84731
4137,353 YISHUN RING RD Singapore,1.4263,103.84518
4138,410 YISHUN RING RD Singapore,1.42637,103.84682
4139,362 YISHUN RING RD Singapore,1.42871,103.84493
4140,350 YISHUN AVE 11 Singapore,1.42564,103.84412
4141,855 YISHUN RING RD Singapore,1.41691,103.83708
4142,355 YISHUN RING RD Singapore,1.42549,103.84499
4143,359 YISHUN RING RD Singapore,1.42758,103.8456
4144,530 ANG MO KIO AVE 10 Singapore,1.37256,103.85541
4145,106 LENGKONG TIGA Singapore,1.3252,103.90996
4146,188 BISHAN ST 13 Singapore,1.34973,103.85173
4147,169 BISHAN ST 13 Singapore,1.34726,103.85373
4148,15 REDHILL CL Singapore,1.28598,103.8169
4149,214 PETIR RD Singapore,1.37478,103.77477
4150,435 BT PANJANG RING RD Singapore,1.38605,103.77052
4151,150 PETIR RD Singapore,1.37689,103.76679
4152,403 FAJAR RD Singapore,1.3813,103.768
4153,141 PETIR RD Singapore,1.37598,103.76801
4154,204 PETIR RD Singapore,1.37322,103.77521
4155,237 BT PANJANG RING RD Singapore,1.3788,103.7706
4156,242 BT PANJANG RING RD Singapore,1.38032,103.7717
4157,404 FAJAR RD Singapore,1.38093,103.76743
4158,18 TOH YI DR Singapore,1.3398,103.7732
4159,115 TECK WHYE LANE Singapore,1.37915,103.75138
4160,114 TECK WHYE LANE Singapore,1.37839,103.75088
4161,284 CHOA CHU KANG AVE 3 Singapore,1.38009,103.74204
4162,275 CHOA CHU KANG AVE 2 Singapore,1.37916,103.74245
4163,250 HOUGANG AVE 3 Singapore,1.35951,103.89112
4164,450 HOUGANG AVE 10 Singapore,1.37883,103.89555
4165,659 HOUGANG AVE 8 Singapore,1.37343,103.88311
4166,201 JURONG EAST ST 21 Singapore,1.33693,103.74308
4167,902 JURONG WEST ST 91 Singapore,1.33932,103.68647
4168,922 JURONG WEST ST 92 Singapore,1.33937,103.6892
4169,923 JURONG WEST ST 92 Singapore,1.33971,103.68976
4170,912 JURONG WEST ST 91 Singapore,1.34133,103.68741
4171,906 JURONG WEST ST 91 Singapore,1.34111,103.68526
4172,910 JURONG WEST ST 91 Singapore,1.34207,103.6865
4173,467 PASIR RIS DR 6 Singapore,1.37368,103.95678
4174,102 PASIR RIS ST 12 Singapore,1.36735,103.95784
4175,107 PASIR RIS ST 12 Singapore,1.36755,103.9572
4176,120 PASIR RIS ST 11 Singapore,1.36729,103.95448
4177,128 PASIR RIS ST 11 Singapore,1.36597,103.95558
4178,69 C'WEALTH DR Singapore,1.29926,103.79642
4179,201A TAMPINES ST 21 Singapore,1.35327,103.95278
4180,102 SIMEI ST 1 Singapore,1.34112,103.95129
4181,232 SIMEI ST 4 Singapore,1.34406,103.95724
4182,223 SIMEI ST 4 Singapore,1.34211,103.95745
4183,146 SIMEI ST 2 Singapore,1.34488,103.95591
4184,888 TAMPINES ST 81 Singapore,1.35077,103.93106
4185,494C TAMPINES ST 43 Singapore,1.36362,103.95233
4186,128 SIMEI ST 1 Singapore,1.34682,103.95473
4187,895A TAMPINES ST 81 Singapore,1.34774,103.93238
4188,896A TAMPINES ST 81 Singapore,1.34843,103.93256
4189,938 TAMPINES AVE 5 Singapore,1.34781,103.9416
4190,250 KIM KEAT LINK Singapore,1.33182,103.85674
4191,246 KIM KEAT LINK Singapore,1.33095,103.85581
4192,365 YISHUN RING RD Singapore,1.4294,103.84516
4193,271 YISHUN ST 22 Singapore,1.43779,103.8402
4194,433 YISHUN AVE 6 Singapore,1.4207,103.84732
4195,402 YISHUN RING RD Singapore,1.42673,103.84734
4196,337 ANG MO KIO AVE 1 Singapore,1.36299,103.85157
4197,103 LENGKONG TIGA Singapore,1.32572,103.91071
4198,101 LENGKONG TIGA Singapore,1.32514,103.91074
4199,449 SIN MING AVE Singapore,1.35809,103.831
4200,332 BT BATOK ST 32 Singapore,1.36381,103.74803
4201,26 TIONG BAHRU RD Singapore,1.28594,103.83078
4202,235 BT PANJANG RING RD Singapore,1.37832,103.77133
4203,402 FAJAR RD Singapore,1.38051,103.76834
4204,210 PETIR RD Singapore,1.3744,103.77618
4205,16 TOH YI DR Singapore,1.33958,103.7726
4206,13 TOH YI DR Singapore,1.33892,103.77219
4207,121 TECK WHYE LANE Singapore,1.37847,103.75007
4208,142 TECK WHYE LANE Singapore,1.38073,103.7521
4209,681 HOUGANG AVE 8 Singapore,1.37318,103.88554
4210,811 HOUGANG CTRL Singapore,1.37151,103.89392
4211,654 HOUGANG AVE 8 Singapore,1.37277,103.88145
4212,944 JURONG WEST ST 91 Singapore,1.34442,103.68972
4213,909 JURONG WEST ST 91 Singapore,1.34138,103.68647
4214,482 PASIR RIS DR 4 Singapore,1.37395,103.95972
4215,124 PASIR RIS ST 11 Singapore,1.366,103.95423
4216,125 PASIR RIS ST 11 Singapore,1.36625,103.95467
4217,126 PASIR RIS ST 11 Singapore,1.36572,103.95518
4218,448 PASIR RIS DR 6 Singapore,1.37048,103.95794
4219,404 SERANGOON AVE 1 Singapore,1.34703,103.87263
4220,406 SERANGOON AVE 1 Singapore,1.34749,103.8731
4221,874 TAMPINES ST 84 Singapore,1.35385,103.932
4222,939 TAMPINES AVE 5 Singapore,1.34811,103.94148
4223,942 TAMPINES AVE 5 Singapore,1.34962,103.94058
4224,943 TAMPINES AVE 5 Singapore,1.35017,103.94098
4225,940 TAMPINES AVE 5 Singapore,1.34898,103.94127
4226,259 KIM KEAT AVE Singapore,1.33364,103.85775
4227,327 WOODLANDS ST 32 Singapore,1.43021,103.78008
4228,862 YISHUN AVE 4 Singapore,1.41689,103.83948
4229,769 YISHUN AVE 3 Singapore,1.42458,103.83341
4230,820 YISHUN ST 81 Singapore,1.41284,103.83403
4231,398 YISHUN RING RD Singapore,1.42815,103.84721
4232,640 YISHUN ST 61 Singapore,1.42087,103.8389
4233,110 LENGKONG TIGA Singapore,1.32371,103.91069
4234,102 LENGKONG TIGA Singapore,1.32572,103.91076
4235,104 LENGKONG TIGA Singapore,1.32574,103.90989
4236,443 SIN MING AVE Singapore,1.35886,103.83258
4237,187 BT BATOK WEST AVE 6 Singapore,1.34631,103.74455
4238,119 PENDING RD Singapore,1.37677,103.76897
4239,122 PENDING RD Singapore,1.37754,103.77031
4240,215 PETIR RD Singapore,1.37498,103.77438
4241,143 PETIR RD Singapore,1.37645,103.7675
4242,431 BT PANJANG RING RD Singapore,1.38605,103.77052
4243,413 SAUJANA RD Singapore,1.38245,103.76888
4244,417 FAJAR RD Singapore,1.38388,103.76823
4245,418 FAJAR RD Singapore,1.38416,103.76885
4246,419 FAJAR RD Singapore,1.38415,103.76942
4247,421 FAJAR RD Singapore,1.38464,103.77002
4248,410 SAUJANA RD Singapore,1.38264,103.76753
4249,105 TECK WHYE LANE Singapore,1.37746,103.753
4250,111 TECK WHYE LANE Singapore,1.37802,103.75178
4251,112 TECK WHYE LANE Singapore,1.37768,103.75184
4252,116 TECK WHYE LANE Singapore,1.37922,103.75174
4253,122 TECK WHYE LANE Singapore,1.37861,103.74976
4254,108 TECK WHYE LANE Singapore,1.37814,103.75292
4255,352 UBI AVE 1 Singapore,1.32543,103.89965
4256,117 HOUGANG AVE 1 Singapore,1.35389,103.88807
4257,312 HOUGANG AVE 5 Singapore,1.36554,103.89447
4258,131 LOR AH SOO Singapore,1.35141,103.88719
4259,461 HOUGANG AVE 10 Singapore,1.37272,103.89478
4260,49 TEBAN GDNS RD Singapore,1.32121,103.73806
4261,938 JURONG WEST ST 91 Singapore,1.34271,103.68972
4262,911 JURONG WEST ST 91 Singapore,1.34196,103.68669
4263,930 JURONG WEST ST 92 Singapore,1.34105,103.68978
4264,931 JURONG WEST ST 92 Singapore,1.34149,103.68972
4265,966 JURONG WEST ST 93 Singapore,1.34152,103.69285
4266,154 YUNG HO RD Singapore,1.32742,103.72172
4267,802 FRENCH RD Singapore,1.30755,103.8605
4268,127 PASIR RIS ST 11 Singapore,1.36571,103.95522
4269,105 PASIR RIS ST 12 Singapore,1.36827,103.95765
4270,121 PASIR RIS ST 11 Singapore,1.36704,103.95454
4271,228 PASIR RIS ST 21 Singapore,1.37214,103.96175
4272,123 PASIR RIS ST 11 Singapore,1.3662,103.95415
4273,460 PASIR RIS DR 4 Singapore,1.37131,103.95924
4274,57 C'WEALTH DR Singapore,1.29814,103.79642
4275,262 SERANGOON CTRL DR Singapore,1.35353,103.87217
4276,421 SERANGOON CTRL Singapore,1.34862,103.87517
4277,427 SERANGOON CTRL Singapore,1.34807,103.87517
4278,414 SERANGOON CTRL Singapore,1.34881,103.87428
4279,410 SERANGOON CTRL Singapore,1.34794,103.87382
4280,411 SERANGOON CTRL Singapore,1.34863,103.87428
4281,413 SERANGOON CTRL Singapore,1.34887,103.87383
4282,141 SIMEI ST 2 Singapore,1.34558,103.95507
4283,945 TAMPINES AVE 4 Singapore,1.35102,103.94033
4284,936 TAMPINES AVE 5 Singapore,1.34634,103.94156
4285,482 TAMPINES ST 43 Singapore,1.36154,103.95291
4286,160 SIMEI RD Singapore,1.34493,103.95933
4287,156 SIMEI RD Singapore,1.34494,103.95884
4288,231 SIMEI ST 4 Singapore,1.34386,103.95679
4289,889 TAMPINES ST 81 Singapore,1.34969,103.93117
4290,941 TAMPINES AVE 5 Singapore,1.34964,103.94067
4291,255 KIM KEAT AVE Singapore,1.3315,103.85796
4292,256 KIM KEAT AVE Singapore,1.33207,103.85824
4293,254 KIM KEAT AVE Singapore,1.33189,103.8583
4294,154 WOODLANDS ST 13 Singapore,1.43454,103.77532
4295,801 WOODLANDS ST 81 Singapore,1.44169,103.78635
4296,409 YISHUN RING RD Singapore,1.42601,103.84723
4297,795A YISHUN RING RD Singapore,1.41929,103.83272
4298,817 YISHUN ST 81 Singapore,1.4121,103.83376
4299,363 YISHUN RING RD Singapore,1.42871,103.84518
4300,116 LENGKONG TIGA Singapore,1.3226,103.91179
4301,255 BISHAN ST 22 Singapore,1.36149,103.84269
4302,256 BISHAN ST 22 Singapore,1.36148,103.8427
4303,229 BISHAN ST 23 Singapore,1.35751,103.84584
4304,143 BISHAN ST 12 Singapore,1.3456,103.853
4305,17 SENG POH RD Singapore,1.28513,103.83332
4306,225 PENDING RD Singapore,1.37539,103.77244
4307,212 PETIR RD Singapore,1.37431,103.77578
4308,271 BANGKIT RD Singapore,1.37716,103.774
4309,243 BT PANJANG RING RD Singapore,1.38057,103.77159
4310,432 BT PANJANG RING RD Singapore,1.38602,103.7711
4311,423 FAJAR RD Singapore,1.38539,103.7694
4312,144 PETIR RD Singapore,1.376,103.76758
4313,138 PETIR RD Singapore,1.37491,103.76994
4314,117 TECK WHYE LANE Singapore,1.37939,103.75138
4315,103 TECK WHYE LANE Singapore,1.37728,103.75356
4316,234 CHOA CHU KANG CTRL Singapore,1.37991,103.74842
4317,109 TECK WHYE LANE Singapore,1.37851,103.75218
4318,809 HOUGANG CTRL Singapore,1.37123,103.894
4319,548 HOUGANG ST 51 Singapore,1.37942,103.89145
4320,428 HOUGANG AVE 6 Singapore,1.37489,103.89325
4321,564 HOUGANG ST 51 Singapore,1.38039,103.88847
4322,947 JURONG WEST ST 91 Singapore,1.34382,103.69072
4323,730 JURONG WEST ST 72 Singapore,1.34619,103.69817
4324,831 JURONG WEST ST 81 Singapore,1.34494,103.69497
4325,709 JURONG WEST ST 71 Singapore,1.34238,103.69448
4326,473 PASIR RIS DR 6 Singapore,1.37434,103.95718
4327,554 PASIR RIS ST 51 Singapore,1.36866,103.9532
4328,504 PASIR RIS ST 52 Singapore,1.37585,103.9452
4329,425 SERANGOON AVE 1 Singapore,1.34817,103.87643
4330,412 SERANGOON CTRL Singapore,1.34828,103.87328
4331,408 SERANGOON AVE 1 Singapore,1.3472,103.8733
4332,834 TAMPINES ST 82 Singapore,1.3503,103.93564
4333,162 SIMEI RD Singapore,1.34561,103.95962
4334,889A TAMPINES ST 81 Singapore,1.34957,103.93144
4335,871A TAMPINES ST 84 Singapore,1.35442,103.93191
4336,161 SIMEI RD Singapore,1.34541,103.95961
4337,887A TAMPINES ST 81 Singapore,1.35005,103.93173
4338,873 TAMPINES ST 84 Singapore,1.35379,103.9321
4339,946 TAMPINES AVE 4 Singapore,1.3512,103.93998
4340,868 TAMPINES ST 83 Singapore,1.35463,103.93388
4341,303 TAMPINES ST 32 Singapore,1.35207,103.95572
4342,874A TAMPINES ST 84 Singapore,1.35299,103.93197
4343,244 KIM KEAT LINK Singapore,1.33056,103.85626
4344,247 KIM KEAT LINK Singapore,1.33114,103.85542
4345,241 KIM KEAT LINK Singapore,1.33038,103.85574
4346,248 KIM KEAT LINK Singapore,1.33122,103.8556
4347,320 WOODLANDS ST 32 Singapore,1.43162,103.77838
4348,819 WOODLANDS ST 82 Singapore,1.44116,103.79055
4349,285 YISHUN AVE 6 Singapore,1.43998,103.83922
4350,844 YISHUN ST 81 Singapore,1.41563,103.83552
4351,364 YISHUN RING RD Singapore,1.4287,103.8448
4352,222 ANG MO KIO AVE 1 Singapore,1.36586,103.83992
4353,114 LENGKONG TIGA Singapore,1.32321,103.91169
4354,118 BISHAN ST 12 Singapore,1.3468,103.84999
4355,205 BISHAN ST 23 Singapore,1.35552,103.84767
4356,219 BISHAN ST 23 Singapore,1.35714,103.84951
4357,371 BT BATOK ST 31 Singapore,1.35936,103.7508
4358,359 BT BATOK ST 31 Singapore,1.36124,103.75106
4359,148 GANGSA RD Singapore,1.37578,103.7661
4360,434 BT PANJANG RING RD Singapore,1.38559,103.77059
4361,429 BT PANJANG RING RD Singapore,1.38662,103.77015
4362,430 BT PANJANG RING RD Singapore,1.38646,103.77049
4363,411 SAUJANA RD Singapore,1.3829,103.7677
4364,118 TECK WHYE LANE Singapore,1.37977,103.75029
4365,102 TECK WHYE LANE Singapore,1.37724,103.75428
4366,418 CHOA CHU KANG AVE 4 Singapore,1.38244,103.74122
4367,277 CHOA CHU KANG AVE 2 Singapore,1.37998,103.74458
4368,344 CHOA CHU KANG LOOP Singapore,1.38344,103.74541
4369,107 TECK WHYE LANE Singapore,1.37794,103.75348
4370,120 TECK WHYE LANE Singapore,1.37866,103.75014
4371,312 UBI AVE 1 Singapore,1.32959,103.90368
4372,445 HOUGANG AVE 8 Singapore,1.37897,103.89421
4373,215 JURONG EAST ST 21 Singapore,1.3402,103.73842
4374,836 JURONG WEST ST 81 Singapore,1.34282,103.69345
4375,946 JURONG WEST ST 91 Singapore,1.34415,103.6906
4376,943 JURONG WEST ST 91 Singapore,1.34397,103.6898
4377,940 JURONG WEST ST 91 Singapore,1.34317,103.68875
4378,918 JURONG WEST ST 91 Singapore,1.3405,103.68733
4379,115 PASIR RIS ST 11 Singapore,1.36875,103.95499
4380,419 PASIR RIS DR 6 Singapore,1.37172,103.95488
4381,506 PASIR RIS ST 52 Singapore,1.37678,103.94503
4382,422 SERANGOON CTRL Singapore,1.34869,103.87595
4383,405 SERANGOON AVE 1 Singapore,1.34753,103.87284
4384,136 SERANGOON NTH AVE 2 Singapore,1.36799,103.87495
4385,523 SERANGOON NTH AVE 4 Singapore,1.37318,103.87287
4386,407 SERANGOON AVE 1 Singapore,1.34707,103.8733
4387,141 SERANGOON NTH AVE 2 Singapore,1.36835,103.8744
4388,501 SERANGOON NTH AVE 4 Singapore,1.37432,103.87624
4389,423 SERANGOON CTRL Singapore,1.34869,103.87564
4390,138 SERANGOON NTH AVE 2 Singapore,1.36828,103.87543
4391,888A TAMPINES ST 81 Singapore,1.35061,103.93097
4392,164 SIMEI RD Singapore,1.34589,103.95851
4393,869 TAMPINES ST 83 Singapore,1.35467,103.9338
4394,870 TAMPINES ST 83 Singapore,1.35449,103.93343
4395,157 SIMEI RD Singapore,1.34484,103.95925
4396,159 SIMEI RD Singapore,1.34475,103.95949
4397,867 TAMPINES ST 83 Singapore,1.35499,103.93397
4398,251 KIM KEAT LINK Singapore,1.33141,103.8571
4399,252 KIM KEAT LINK Singapore,1.33139,103.85727
4400,160 WOODLANDS ST 13 Singapore,1.43352,103.77467
4401,112 LENGKONG TIGA Singapore,1.32372,103.91144
4402,646 JLN TENAGA Singapore,1.33136,103.90628
4403,150 SILAT AVE Singapore,1.27715,103.83142
4404,10 TOH YI DR Singapore,1.33785,103.77319
4405,106 TECK WHYE LANE Singapore,1.37814,103.75287
4406,124 TECK WHYE LANE Singapore,1.37985,103.74962
4407,104 TECK WHYE LANE Singapore,1.37728,103.75298
4408,215 CHOA CHU KANG CTRL Singapore,1.38279,103.74697
4409,224 CHOA CHU KANG CTRL Singapore,1.38097,103.74465
4410,101 TECK WHYE LANE Singapore,1.37769,103.75419
4411,547 HOUGANG ST 51 Singapore,1.37942,103.89194
4412,429 HOUGANG AVE 6 Singapore,1.37545,103.89357
4413,455 HOUGANG AVE 10 Singapore,1.37734,103.89541
4414,562 HOUGANG ST 51 Singapore,1.38069,103.88916
4415,507 JURONG WEST ST 52 Singapore,1.34915,103.71857
4416,945 JURONG WEST ST 91 Singapore,1.34426,103.68996
4417,976 JURONG WEST ST 93 Singapore,1.33991,103.69386
4418,979 JURONG WEST ST 93 Singapore,1.33991,103.69439
4419,937 JURONG WEST ST 91 Singapore,1.34247,103.68999
4420,827 JURONG WEST ST 81 Singapore,1.34546,103.69324
4421,702 JURONG WEST ST 71 Singapore,1.34201,103.69494
4422,114 LOR 3 GEYLANG Singapore,1.31166,103.87398
4423,118 PASIR RIS ST 11 Singapore,1.36701,103.95463
4424,103 PASIR RIS ST 12 Singapore,1.36771,103.95884
4425,114 PASIR RIS ST 11 Singapore,1.36875,103.95499
4426,421 PASIR RIS DR 6 Singapore,1.37127,103.95482
4427,485 PASIR RIS DR 4 Singapore,1.3743,103.96066
4428,567 PASIR RIS ST 51 Singapore,1.36919,103.94911
4429,418 PASIR RIS DR 6 Singapore,1.37195,103.95435
4430,459 PASIR RIS DR 4 Singapore,1.37127,103.95986
4431,401 SERANGOON AVE 1 Singapore,1.34646,103.87322
4432,426 SERANGOON AVE 1 Singapore,1.34799,103.87604
4433,419 SERANGOON CTRL Singapore,1.34946,103.87583
4434,424 SERANGOON CTRL Singapore,1.34799,103.87556
4435,302 TAMPINES ST 32 Singapore,1.35245,103.95524
4436,872 TAMPINES ST 84 Singapore,1.35429,103.93261
4437,485B TAMPINES AVE 9 Singapore,1.35972,103.95642
4438,253 KIM KEAT AVE Singapore,1.33126,103.85799
4439,401 YISHUN AVE 6 Singapore,1.42705,103.84729
4440,608 YISHUN ST 61 Singapore,1.42095,103.83542
4441,113 LENGKONG TIGA Singapore,1.32369,103.91175
4442,107 LENGKONG TIGA Singapore,1.32496,103.91034
4443,10F BEDOK STH AVE 2 Singapore,1.32217,103.93677
4444,643 BEDOK RESERVOIR RD Singapore,1.33094,103.90571
4445,151 BISHAN ST 11 Singapore,1.34517,103.85563
4446,150A BISHAN ST 11 Singapore,1.34475,103.85565
4447,454 SIN MING AVE Singapore,1.35893,103.83069
4448,274 BT BATOK EAST AVE 4 Singapore,1.34815,103.75807
4449,352 BT BATOK ST 34 Singapore,1.36227,103.74941
4450,28 TIONG BAHRU RD Singapore,1.28592,103.83035
4451,222 PENDING RD Singapore,1.37539,103.77392
4452,136 PETIR RD Singapore,1.37458,103.76885
4453,406 FAJAR RD Singapore,1.38162,103.76742
4454,409 SAUJANA RD Singapore,1.38246,103.76785
4455,427 BT PANJANG RING RD Singapore,1.3866,103.76992
4456,134 PETIR RD Singapore,1.37466,103.7689
4457,426 FAJAR RD Singapore,1.38614,103.76963
4458,12 TOH YI DR Singapore,1.33827,103.77266
4459,11 TOH YI DR Singapore,1.33768,103.77289
4460,9 TOH YI DR Singapore,1.33817,103.77345
